,Artists,Name
604,Olivia Newton-John,A Little More Love
605,Jason Aldean,A Little More Summertime
606,Fergie Q-Tip & GoonRock,A Little Party Never Killed Nobody (All We Got)
607,Lee Ann Womack,A Little Past Little Rock
608,The Epic Splendor,A Little Rain Must Fall
609,Erasure,A Little Respect
610,Toby Keith,A Little Too Late
611,Clarence Henry,A Little Too Much
612,Shawn Mendes,A Little Too Much
613,Danny Williams,A Little Toy Balloon
614,Freddie And The Dreamers,A Little You
615,The Chi-lites,A Lonely Man/The Man & The Woman (The Boy & The Girl)
616,The Weeknd,A Lonely Night
617,Runt-Todd Rundgren,A Long Time A Long Way To Go
618,Jill Scott,A Long Walk
619,21 Savage,A Lot
620,Kenny Chesney,A Lot Of Things Different
621,Sheila E.,A Love Bizarre
622,Carla Thomas,A Love Of My Own
623,The Miracles,A Love She Can Count On
624,The Chiffons,A Love So Fine
625,Kenny Rogers,A Love Song
626,The Intruders,A Love That's Real
627,Mrs. Miller,A Lover's Concerto
628,Sarah Vaughan,A Lover's Concerto
629,The Toys,A Lover's Concerto
630,Change,A Lover's Holiday
631,Dion & The Belmonts,A Lover's Prayer
632,Clyde McPhatter,A Lover's Question
633,Ernestine Anderson,A Lover's Question
634,Loggins & Messina,A Lover's Question
635,Otis Redding,A Lover's Question
636,Rickie Lee Jones,A Lucky Guy
637,Ray Stevens,A Mama And A Papa
638,Randy Travis,A Man Ain't Made Of Stone
639,Wilson Pickett,A Man And A Half
640,Tamiko Jones with Herbie Mann,A Man And A Woman
641,Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go)
642,Boston,A Man I'll Never Be
643,James Carr,A Man Needs A Woman
644,Eric Church,A Man Who Was Gonna Die Young
645,Engelbert Humperdinck,A Man Without Love (Quando M'innamoro)
646,Billy Joel,A Matter Of Trust
647,Elvis Presley With The Jordanaires,A Mess Of Blues
648,Lil Wayne,A Milli
649,Dean Martin,A Million And One
650,Vic Dana,A Million And One
651,P!nk,A Million Dreams
652,The Plimsouls,A Million Miles Away
653,Brian Hyland,A Million To One
654,Five Stairsteps & Cubie,A Million To One
655,Jimmy Charles and The Revelletts,A Million To One
656,Donny Osmond,A Million To One/Young Love
657,Tom Jones,A Minute Of Your Time
658,Frankie Avalon,A Miracle
659,Kelly Clarkson,A Moment Like This
660,The Whispers,A Mother For My Children
661,Artie The 1 Man Party,A Mover La Colita
662,Herman's Hermits,A Must To Avoid
663,Lou Rawls,A Natural Man
664,Celine Dion,A New Day Has Come
665,Joe Diffie,A Night To Remember
666,Shalamar,A Night To Remember
667,D.J. Jazzy Jeff & The Fresh Prince,A Nightmare On My Street
668,Jimmy Clanton,A Part Of Me
669,Brenda & The Tabulations,A Part Of You
670,Jethro Tull,A Passion Play (Edit #8)
671,Tavares,A Penny For Your Thoughts
672,Frankie Avalon,A Perfect Love
673,Gladstone,A Piece Of Paper
674,Pablo Cruise,A Place In The Sun
675,Stevie Wonder,A Place In The Sun
676,Little Anthony And The Imperials,A Prayer And A Juke Box
677,Dakota Moon,A Promise I Make
678,Jessica Simpson,A Public Affair
679,The Balloon Farm,A Question Of Temperature
680,Garnet Mimms & The Enchanters,A Quiet Place
681,The Rascals,A Ray Of Hope
682,Sara Evans,A Real Fine Place To Start
683,Johnny Guitar Watson,A Real Mother For Ya
684,The Kinks,A Rock 'N' Roll Fantasy
685,Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love)
686,Teena Marie Featuring Gerald Levert,A Rose By Any Other Name
687,Aretha Franklin,A Rose Is Still A Rose
688,Bobby Hebb,A Satisfied Mind
689,Andy Stewart,A Scottish Soldier (Green Hills of Tyrol)
690,Henry Mancini And His Orchestra,A Shot In The Dark
691,Tommy Page,A Shoulder To Cry On
692,Petula Clark,A Sign Of The Times
693,Four Tops,A Simple Game
694,Lobo,A Simple Man
695,Coldplay,A Sky Full Of Stars
696,Natalie Cole,A Smile Like Yours (From "A Smile Like Yours")
697,Boyz II Men,A Song For Mama
698,Andy Williams,A Song For You
699,Kris Kristofferson & Rita Coolidge,A Song I'd Like To Sing
700,Miguel Rios,A Song Of Joy (Himno A La Alegria)
701,Mama Cass Elliot,A Song That Never Comes
702,Mark Dinning,A Star Is Born (A Love Has Died)
703,Paul Anka,A Steel Guitar And A Glass Of Wine
704,The Shacklefords,A Stranger In Your Town
705,The Trumpeteers,A String Of Trumpets
706,Chad & Jeremy,A Summer Song
707,Jan & Dean,A Sunday Kind Of Love
708,Lenny Welch,A Sunday Kind Of Love
709,Joe Tex,A Sweet Woman Like You
710,Billy Vaughn And His Orchestra,A Swingin' Safari
711,The Arbors,A Symphony For Susan
712,Martin Denny and His Orchestra,A Taste Of Honey
713,The Victor Feldman Quartet,A Taste Of Honey
714,Tony Bennett,A Taste Of Honey
715,Gene McDaniels,A Tear
716,Ray Charles,A Tear Fell
717,Denny Reed,A Teenager Feels It Too
718,Dion & The Belmonts,A Teenager In Love
719,Anita Bryant,A Texan And A Girl From Mexico
720,H-Town,A Thin Line Between Love & Hate (From "A Thin Line...")
721,The Shirelles,A Thing Of The Past
722,Post Malone,A Thousand Bad Times
723,Vanessa Carlton,A Thousand Miles
724,The Heartbeats,A Thousand Miles Away
725,The Seeds,A Thousand Shadows
726,Kathy Young With The Innocents,A Thousand Stars
727,Christina Perri,A Thousand Years
728,Sawyer Fredericks,A Thousand Years
729,Christina Perri Featuring Steve Kazee,A Thousand Years (Part 2)
730,Lou Johnson,A Time To Love-A Time To Cry (Petite Fleur)
731,Jerry Wallace,A Touch Of Pink
732,William Bell,A Tribute To A King
733,Bananarama,A Trick Of The Night
734,Charlie Rich,A Very Special Love Song
735,Duran Duran,A View To A Kill
736,Al Martino,A Voice In The Choir
737,Horst Jankowski,A Walk In The Black Forest
738,The Essex Featuring Anita Humes,A Walkin' Miracle
739,The Kinks,A Well Respected Man
740,Procol Harum,A Whiter Shade Of Pale
741,The Hesitations,A Whiter Shade Of Pale
742,Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme)
743,Joe Tex,A Woman's Hands
744,Alan Jackson,A Woman's Love
745,Carla Thomas,A Woman's Love
746,Alicia Keys,A Woman's Worth
747,Joe Tex,A Woman Can Change A Man
748,Tom Petty And The Heartbreakers,A Woman In Love (It's Not Me)
749,Lee Brice,A Woman Like You
750,Ray Parker Jr. & Raydio,A Woman Needs Love (Just Like You Do)
751,Jackie Wilson,A Woman A Lover A Friend
752,Rozetta Johnson,A Womans' Way
753,Rick Nelson,A Wonder Like You
754,The Majors,A Wonderful Dream
755,Elton John,A Word In Spanish
756,Arthur Prysock,A Working Man's Prayer
757,The Seekers,A World Of Our Own
758,KISS,A World Without Heroes
759,Bobby Rydell,A World Without Love
760,Peter And Gordon,A World Without Love
761,Archie Bell & The Drells,A World Without Music
762,The Kingston Trio,A Worried Man
763,The Crests,A Year Ago Tonight
764,Selena Gomez & The Scene,A Year Without Rain
765,Noel Harrison,A Young Girl
766,A$AP Rocky Featuring Moby,A$AP Forever
767,Killer Mike Featuring Big Boi,A.D.I.D.A.S.
768,One Direction,A.M.
769,Aaron Carter,Aaron's Party (Come Get It)
770,Genesis,Abacab
771,Kim Carnes,Abadabadango
772,Glee Cast,ABC
773,Jackson 5,ABC
774,Levert,ABC-123
775,Shannon,Abergavenny
776,Freddy Cannon,Abigail Beecher
777,George Hamilton IV,Abilene
778,T.I. Featuring Young Thug,About The Money
779,Fabian,About This Thing Called Love
780,Brooke Hogan Featuring Paul Wall,About Us
781,Trey Songz,About You
782,Miranda Cosgrove,About You Now
783,Mr. Acker Bilk,Above The Stars
784,The De Franco Family,Abra-Ca-Dabra
785,The Steve Miller Band,Abracadabra
786,Dion,Abraham Martin And John
787,Moms Mabley,Abraham Martin And John
788,Smokey Robinson & The Miracles,Abraham Martin And John
789,Deana Carter,Absence Of The Heart
790,The Fray,Absolute
791,David Bowie,Absolute Beginners
792,Nine Days,Absolutely (Story Of A Girl)
793,Five Man Electrical Band,Absolutely Right
794,Edwin Starr,Abyssinia Jones
795,Karmin,Acapella
796,Brad Paisley Featuring LL Cool J,Accidental Racist
797,Counting Crows,Accidentally In Love
798,Orianthi,According To You
799,O.V. Wright,Ace Of Spade
800,Buck 22 Featuring Billy Ray Cyrus,Achy Breaky 2
801,Billy Ray Cyrus,Achy Breaky Heart
802,The Weeknd,Acquainted
803,Bobby Womack & Peace,Across 110th Street
804,Survivor,Across The Miles
805,Bruce Hornsby & The Range,Across The River
806,Lenny O'Henry,Across The Street
807,Various Artists,Across The Universe
808,Ludacris,Act A Fool
809,The Beatles,Act Naturally
810,Yo Gotti Featuring Jeezy & YG,Act Right
811,City Girls,Act Up
812,Evelyn "Champagne" King,Action
813,Freddy Cannon,Action
814,Sweet,Action
815,Terror Fabulous Featuring Nadine Sutherland,Action
816,Chocolate Milk,Action Speaks Louder Than Words
817,Paul Anka,Adam And Eve
818,The Beach Boys,Add Some Music To Your Day
819,Tag Team,Addams Family (Whoomp!)
820,M.C. Hammer,Addams Groove
821,Popp Hunna,Adderall (Corvette Corvette)
822,Saving Abel,Addicted
823,Simple Plan,Addicted
824,Robert Palmer,Addicted To Love
825,Truth Hurts Featuring Rakim,Addictive
826,Bing Crosby,Adeste Fideles (Oh Come All Ye Faithful)
827,Sarah McLachlan,Adia
828,Tainy Anuel AA & Ozuna,Adicto
829,Jim Reeves,Adios Amigo
830,Cashmere Cat Featuring Ariana Grande,Adore
831,Harry Styles,Adore You
832,Miley Cyrus,Adore You
833,Miguel,Adorn
834,Wisin Featuring Jennifer Lopez & Ricky Martin,Adrenalina
835,Tommy James,Adrienne
836,Daryl Hall John Oates,Adult Education
837,Coldplay,Adventure Of A Lifetime
838,Tears For Fears,Advice For The Young At Heart
839,System Of A Down,Aerials
840,Rick Springfield,Affair Of The Heart
841,Ed Sheeran,Afire Love
842,Vicci Martinez,Afraid To Sleep
843,Toto,Africa
844,Weezer,Africa
845,Cannonball Adderley Orchestra,African Waltz
846,Kongas,Africanism/Gimme Some Lovin'
847,Bert Kaempfert And His Orchestra,Afrikaan Beat
848,The Nite-Liters,Afro-Strut
849,The Lady Of Rage,Afro Puffs
850,Sam Salter,After 12 Before 6
851,Travis Denning,After A Few
852,Al Jarreau,After All
853,Cher & Peter Cetera,After All (Love Theme From "Chances Are")
854,Merry Clayton,After All This Time
855,Drake Featuring Static Major & Ty Dolla $ign,After Dark
856,The Weeknd,After Hours
857,Lanier & Co.,After I Cry Tonight
858,Della Reese,After Loving You
859,Blink-182,After Midnight
860,Eric Clapton,After Midnight
861,J.J. Cale,After Midnight
862,Maggie Bell,After Midnight
863,Don Toliver,After Party
864,Koffee Brown,After Party
865,Marvin Gaye,After The Dance
866,Journey,After The Fall
867,Five Flights Up,After The Feeling Is Gone
868,Roger Daltrey,After The Fire
869,Conway Twitty & Loretta Lynn,After The Fire Is Gone
870,Stevie Nicks,After The Glitter Fades
871,Prelude,After The Goldrush
872,Earth Wind & Fire,After The Love Has Gone
873,Engelbert Humperdinck,After The Lovin'
874,Nelson,After The Rain
875,PC Quest,After The Summer's Gone
876,Dionne Warwick,After You
877,Ed Sheeran,Afterglow
878,Taylor Swift,Afterglow
879,Starland Vocal Band,Afternoon Delight
880,Crash Test Dummies,Afternoons & Coffeespoons
881,Faith Evans,Again
882,Fetty Wap,Again
883,Janet Jackson,Again
884,Lenny Kravitz,Again
885,Jewel,Again And Again
886,John Mellencamp,Again Tonight
887,Phil Collins,Against All Odds (Take A Look At Me Now)
888,Bob Seger,Against The Wind
889,Aaliyah,Age Ain't Nothing But A Number
890,Edwin Starr,Agent Double-O-Soul
891,Donnie Iris,Ah! Leah!
892,Ray Stevens,Ahab The Arab
893,Quincy Jones,Ai No Corrida (I-No-Ko-ree-da)
894,Michel Telo,Ai Se Eu Te Pego
895,Pop Smoke Featuring Quavo,Aim For The Moon
896,The Temptations,Aiming At Your Heart
897,TLC,Ain't 2 Proud 2 Beg
898,Jon Pardi,Ain't Always The Cowboy
899,Kenny Chesney,Ain't Back Yet
900,Bobby Bland,Ain't Doing Too Bad (Part 1)
901,YoungBoy Never Broke Again,Ain't Easy
902,John Cougar,Ain't Even Done With The Night
903,Brick,Ain't Gonna' Hurt Nobody
904,Marv Johnson,Ain't Gonna Be That Way
905,Joe Tex,Ain't Gonna Bump No More (with No Big Fat Woman)
906,Brenda Lee,Ain't Gonna Cry No More
907,Angel,Ain't Gonna Eat Out My Heart Anymore
908,Kid 'N Play,Ain't Gonna Hurt Nobody
909,The Ribbons,Ain't Gonna Kiss Ya
910,Keith,Ain't Gonna Lie
911,The Five Stairsteps,Ain't Gonna Rest (Till I Get You)
912,Jimmy Gilmer And The Fireballs,Ain't Gonna Tell Anybody
913,The Band,Ain't Got No Home
914,Nina Simone,Ain't Got No; I Got Life
915,The Impressions,Ain't Got Time
916,Yung L.A. Featuring Young Dro & T.I.,Ain't I
917,R. Dean Taylor,Ain't It A Sad Thing
918,Major Lance,Ain't It A Shame
919,Paramore,Ain't It Fun
920,James Brown,Ain't It Funky Now (Part 1)
921,Jennifer Lopez Featuring Ja Rule,Ain't It Funny
922,Mary Wells,Ain't It The Truth
923,Andy Williams,Ain't It True
924,The Miracles,Ain't It Baby
925,Jaheim,Ain't Leavin Without You
926,Rod Stewart,Ain't Love A Bitch
927,Zara Larsson,Ain't My Fault
928,M.C. Breed & D.F.C.,Ain't No Future In Yo' Fronting
929,Bobby Bland,Ain't No Love In The Heart Of The City
930,Diana Ross,Ain't No Mountain High Enough
931,Marvin Gaye & Tammi Terrell,Ain't No Mountain High Enough
932,Jay-Z Featuring Foxxy Brown,Ain't No Nigga/Dead Presidents
933,Christina Aguilera,Ain't No Other Man
934,Rappin' 4-Tay,Ain't No Playa
935,Cage The Elephant,Ain't No Rest For The Wicked
936,McFadden & Whitehead,Ain't No Stoppin' Us Now
937,Kane Brown,Ain't No Stopping Us Now
938,Bill Withers,Ain't No Sunshine
939,Kris Allen,Ain't No Sunshine
940,Bobby Bland,Ain't No Telling
941,Aretha Franklin,Ain't No Way
942,Helen Reddy,Ain't No Way To Treat A Lady
943,Four Tops,Ain't No Woman (Like The One I've Got)
944,Chaka Khan,Ain't Nobody
945,Diana King,Ain't Nobody
946,LL Cool J,Ain't Nobody (From "Beavis And Butt-Head Do America")
947,B.B. King,Ain't Nobody Home
948,Howard Tate,Ain't Nobody Home
949,Miki Howard,Ain't Nobody Like You
950,Faith Evans,Ain't Nobody/Kissing You
951,The Show Stoppers,Ain't Nothin' But A House Party
952,Gwen Guthrie,Ain't Nothin' Goin' On But The Rent
953,Brooks & Dunn,Ain't Nothing 'Bout You
954,Teri DeSario,Ain't Nothing Gonna Keep Me From You
955,Aretha Franklin,Ain't Nothing Like The Real Thing
956,Donny & Marie Osmond,Ain't Nothing Like The Real Thing
957,Marvin Gaye & Tammi Terrell,Ain't Nothing Like The Real Thing
958,Chris Christian (with Amy Holland),Ain't Nothing Like The Real Thing/You're All I Need To Get By
959,Bobby Bland,Ain't Nothing You Can Do
960,Salt-N-Pepa,Ain't Nuthin' But A She Thing
961,Mr. Big,Ain't Seen Love Like That
962,The Beatles,Ain't She Sweet
963,Doja Cat,Ain't Shit
964,David & David,Ain't So Easy
965,James Brown And The Famous Flames,Ain't That A Groove (Part 1)
966,Cheap Trick,Ain't That A Shame
967,The 4 Seasons,Ain't That A Shame!
968,John Davis And The Monster Orchestra,Ain't That Enough For You
969,Fats Domino,Ain't That Just Like A Woman
970,The Searchers,Ain't That Just Like Me
971,Lutricia McNeal,Ain't That Just The Way
972,Four Tops,Ain't That Love
973,Bobby Bland,Ain't That Loving You
974,Isaac Hayes & David Porter,Ain't That Loving You (For More Reasons Than One)
975,Luther Ingram,Ain't That Loving You (For More Reasons Than One)
976,Elvis Presley,Ain't That Loving You Baby
977,Diamond Reo,Ain't That Peculiar
978,Fanny,Ain't That Peculiar
979,Marvin Gaye,Ain't That Peculiar
980,Rick Astley,Ain't Too Proud To Beg
981,The Rolling Stones,Ain't Too Proud To Beg
982,The Temptations,Ain't Too Proud To Beg
983,Jerry Butler & Brenda Lee Eager,Ain't Understanding Mellow
984,The Allman Brothers Band,Ain't Wastin' Time No More
985,French Montana,Ain't Worried About Nothin
986,Cole Swindell,Ain't Worth The Whiskey
987,Jennifer Lopez,Ain't Your Mama
988,Albert Hammond,Air Disaster
989,Nelly Featuring Kyjuan Ali & Murphy Lee,Air Force Ones
990,Ray And Bob,Air Travel
991,The Royal Guardsmen,Airplane Song (My Airplane)
992,B.o.B Featuring Hayley Williams,Airplanes
993,Vincent Bell,Airport Love Theme (Gwen And Vern)
994,Hudson and Landry,Ajax Airlines
995,Hudson and Landry,Ajax Liquor Store
996,Al (He's the King) Hirt,Al's Place
997,The Ray Charles Singers,Al-Di-La
998,Connie Francis,Al Di La
999,Emilio Pericoli,Al Di La'
1000,Cowboy Copas,Alabam
1001,Pat Boone,Alabam
1002,Grateful Dead,Alabama Getaway
1003,Jerry Reed,Alabama Wild Man
1004,Bobby Curtola,Aladdin
1005,The Guess Who,Albert Flasher/Broken
1006,J. Cole,Album Of The Year (Freestyle)
1007,Brad Paisley,Alcohol
1008,Lady Gaga,Alejandro
1009,Cher,Alfie
1010,Cilla Black,Alfie
1011,Dionne Warwick,Alfie
1012,Eivets Rednow,Alfie
1013,Sergio Mendes,Alibis
1014,Tracy Lawrence,Alibis
1015,Avril Lavigne,Alice
1016,Lady Gaga,Alice
1017,Arlo Guthrie,Alice's Rock & Roll Restaurant
1018,Neil Sedaka,Alice In Wonderland
1019,Tommy Boyce & Bobby Hart,Alice Long (You're Still My Favorite Girlfriend)
1020,Atlanta Rhythm Section,Alien
1021,Frankie Ford,Alimony
1022,Bee Gees,Alive
1023,Krewella,Alive
1024,P.O.D.,Alive
1025,Sia,Alive
1026,Simple Minds,Alive & Kicking
1027,Chicago,Alive Again
1028,James Darren,All
1029,Carrie Underwood,All-American Girl
1030,Color Me Badd,All 4 Love
1031,Hoodie Allen Featuring Ed Sheeran,All About It
1032,Jimmy McGriff,All About My Girl
1033,Billy Joel,All About Soul
1034,Meghan Trainor,All About That Bass
1035,Blake Shelton,All About Tonight
1036,Pretty In Pink,All About You
1037,Brenda Lee,All Alone Am I
1038,Darlene Love,All Alone On Christmas (From "Home Alone 2")
1039,Blessid Union Of Souls,All Along
1040,The Jimi Hendrix Experience,All Along The Watchtower
1041,Sister Sledge,All American Girls
1042,Flyleaf,All Around Me
1043,Justin Bieber,All Around Me
1044,Justin Bieber Featuring Ludacris,All Around The World
1045,Lisa Stansfield,All Around The World
1046,Future Featuring Lil Uzi Vert,All Bad
1047,Justin Bieber,All Bad
1048,Marques Houston Featuring Young Rome,All Because Of You
1049,Celine Dion,All By Myself
1050,Eric Carmen,All By Myself
1051,Glee Cast,All By Myself
1052,Allure Featuring 112,All Cried Out
1053,Denine With Collage's Adam Marano,All Cried Out
1054,Dusty Springfield,All Cried Out
1055,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,All Cried Out
1056,Future & Young Thug,All Da Smoke
1057,Moneybagg Yo X Megan Thee Stallion,All Dat
1058,Kanye West Featuring Theophilus London Allan Kingdom & Paul McCartney,All Day
1059,The Kinks,All Day And All Of The Night
1060,Chance The Rapper Featuring John Legend,All Day Long
1061,War,All Day Music
1062,Meek Mill Featuring Chris Brown & Nicki Minaj,All Eyes On You
1063,The Game Featuring Jeremih,All Eyez
1064,Monica,All Eyez On Me
1065,Five Star,All Fall Down
1066,Kanye West Featuring Syleena Johnson,All Falls Down
1067,Pat Benatar,All Fired Up
1068,Bryan Adams/Rod Stewart/Sting,All For Love
1069,High School Musical 2 Cast,All For One
1070,Janet,All For You
1071,Sister Hazel,All For You
1072,Juice WRLD,All Girls Are The Same
1073,Dorothy Morrison,All God's Children Got Soul
1074,Trinidad James,All Gold Everything
1075,Nelly Furtado,All Good Things (Come To An End)
1076,De La Soul Featuring Chaka Khan,All Good?
1077,The Crystals,All Grown Up
1078,Charley Pride with Henry Mancini,All His Children
1079,Glenn Medeiros Featuring Ray Parker Jr.,All I'm Missing Is You
1080,Adele,All I Ask
1081,Trace Adkins,All I Ask For Anymore
1082,Etta James,All I Could Do Was Cry
1083,Somethin' For The People,All I Do
1084,Troop,All I Do Is Think Of You
1085,DJ Khaled Featuring T-Pain Ludacris Snoop Dogg & Rick Ross,All I Do Is Win
1086,Sonny & Cher,All I Ever Need Is You
1087,Chuck Wicks,All I Ever Wanted
1088,Kelly Clarkson,All I Ever Wanted
1089,Rod Wave,All I Got
1090,Jennifer Lopez Featuring LL Cool J,All I Have
1091,The Moments,All I Have
1092,Andy Gibb & Victoria Principal,All I Have To Do Is Dream
1093,Bobbie Gentry & Glen Campbell,All I Have To Do Is Dream
1094,Richard Chamberlain,All I Have To Do Is Dream
